39,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_100_202","<hex:024804F201FA03><hex:024904F201FB03>3-2.关于“固定队伍”解散后的进入方法<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>解散“固定队伍”时如果还未突破30层，<hex:02100103>接下来的挑战可以选择“随机组队”进行。<hex:02100103><hex:02100103>此外，可以先寻找攻略进度相同的冒险者组队，<hex:02100103>然后通过“随机组队”一起继续攻略。<hex:02100103>此时将只匹配补充空缺成员。<hex:02100103><hex:02100103>不过，解散“固定队伍”后，<hex:02100103>将无法继承之前持有的“魔陶器”和“魔石”。<hex:02100103>"
40,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_203","<hex:024804F201FA03><hex:024904F201FB03>3-3.“固定队伍”成员的攻略进度不同时的解决方法<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>如果由于某些原因导致队伍成员的攻略进度出现不同，<hex:02100103>首先请解散该“固定队伍”。<hex:02100103><hex:02100103>解散队伍后，可通过“随机组队”<hex:02100103>将攻略进度推进到和想要一起游玩的冒险者处于同一层。<hex:02100103><hex:02100103>进度一致后，请先组队，再以“随机组队”一起进入迷宫。<hex:02100103>"
41,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_TITLE","4.关于“聚魔装备”"
42,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_Q1","4-1.关于“聚魔装备”"
43,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_Q2","4-2.关于“强化值”"
44,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_Q3","4-3.关于“强化值”不足导致的限制"
45,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_EQUIP_BACK","返回上层目录"
46,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_505","<hex:024804F201FA03><hex:024904F201FB03>4-1.关于“聚魔装备”<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在“天之御柱”中，由于结界的影响，<hex:02100103>平时使用的装备将无法发挥出本来的力量。<hex:02100103><hex:02100103>因此在迷宫内，<hex:02100103>需要使用将使用者的以太具现化的天之御柱专用“聚魔装备”。<hex:02100103><hex:02100103>聚魔装备会在进入迷宫时自动穿戴到角色身上。<hex:02100103><hex:02100103><hex:02100103>"
47,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_100_507","<hex:024804F201FA03><hex:024904F201FB03>4-2.关于“强化值”<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>冒险者可以通过在迷宫内的一些机遇，<hex:02100103>来提升聚魔装备的“强化值”，使装备变得更强。<hex:02100103><hex:02100103>不过，如果冒险者的等级或攻略中的层数过低，<hex:02100103>将可能无法发挥出“聚魔装备”实际强化值的性能。<hex:02100103><hex:02100103>“聚魔装备”的性能在无法全部发挥时，<hex:02100103>将会有标记在迷宫内可见的“角色情报”的“装备”处显示。<hex:02100103>"
48,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_508","<hex:024804F201FA03><hex:024904F201FB03>4-3.关于强化值不足导致的限制<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在通过“随机组队”进行挑战时，<hex:02100103>有些层设定了强化值的限制。<hex:02100103><hex:02100103>在受到限制时，<hex:02100103>请将强化值提升到可以进入的程度后再继续挑战。<hex:02100103><hex:02100103>此外，固定队伍进入时没有强化值的限制。<hex:02100103><hex:02100103>"
49,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SPITEM_TITLE","5.关于“特殊的道具”"
50,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SPITEM_Q1","5-1.关于“魔陶器”"
51,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SPITEM_Q2","5-2.关于“魔石”"
52,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SPITEM_BACK","返回上层目录"
53,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_600","<hex:024804F201FA03><hex:024904F201FB03>5.1.关于“魔陶器”<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在天之御柱中，有只可在攻略过程中使用的<hex:02100103>名为“魔陶器”的特殊道具。<hex:02100103><hex:02100103>“魔陶器”可以通过打开宝箱获得，<hex:02100103>且小队内的所有队员共享其使用权。<hex:02100103><hex:02100103>可以发挥点亮所在层全部地图、增加宝箱数量等<hex:02100103>各种非常有用的效果。<hex:02100103>结合实际情况活用“魔陶器”吧！<hex:02100103>"
54,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_601","<hex:024804F201FA03><hex:024904F201FB03>5.1.关于“魔石”<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在天之御柱中，有只可在攻略过程中使用的<hex:02100103>名为“魔石”的特殊道具。<hex:02100103><hex:02100103>“魔石”可以通过打开宝箱获得，<hex:02100103>且小队内的所有队员共享其使用权。<hex:02100103><hex:02100103>可以对所在层的所有敌人发挥出强力的效果。<hex:02100103>当陷入苦战时，<hex:02100103>结合实际情况活用“魔石”吧！<hex:02100103>"
55,"TEXT_DEEPDUNGEON2ENTRANCE_DESCRIPTION_LAST","返回"
56,"TEXT_DEEPDUNGEON2ENTRANCE_MIDDLE_TOP_MENU_NEXT","<hex:024804F2023503><hex:024904F2023603>挑战下一层<hex:0249020103><hex:0248020103>"
57,"TEXT_DEEPDUNGEON2ENTRANCE_MIDDLE_TOP_MENU_EXPLAIN","查看说明"
58,"TEXT_DEEPDUNGEON2ENTRANCE_MIDDLE_Q","可以以现在的小队继续进行攻略。<hex:02100103>要前往下一层吗？"
59,"TEXT_DEEPDUNGEON2ENTRANCE_WOODWAILERCAPTAIN01556_000_000",""
60,"TEXT_DEEPDUNGEON2ENTRANCE_WOODWAILERCAPTAIN01556_000_020",""
61,"TEXT_DEEPDUNGEON2ENTRANCE_WOODWAILERCAPTAIN01556_000_050",""
62,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE",""
63,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE",""
64,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q2",""
65,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q3",""
66,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_LEVEL_Q2",""
67,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q4",""
68,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_WHAT_Q4EX",""
69,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_306",""
70,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_307",""
71,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_405",""
72,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_410",""
73,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_308",""
74,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_100_308",""
75,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_202",""
76,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_507",""
77,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_TITLE",""
78,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_Q1",""
79,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_Q2",""
80,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_Q3",""
81,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_TREASURE_BACK",""
82,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_700",""
83,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_701",""
84,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_702",""
85,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE_TITLE",""
86,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE_Q1",""
87,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE_Q2",""
88,"TEXT_DEEPDUNGEON2ENTRANCE_TEST_ABOUT_SCORE_BACK",""
89,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_800",""
90,"TEXT_DEEPDUNGEON2ENTRANCE_SYSTEM_000_801",""
